1		Ad Hoc Networks	Elsevier	http://dblp.uni-trier.de/db/journals/adhoc/
2	CC	Computer Communications	Elsevier	http://dblp.uni-trier.de/db/journals/comcom/
3	TNSM	IEEE Transactions on Network and Service Management	IEEE	http://dblp.uni-trier.de/db/journals/tnsm/
4		IET Communications	IET	http://dblp.uni-trier.de/db/journals/iet-com/
5	JNCA	Journal of Network and Computer Applications	Elsevier	http://dblp.uni-trier.de/db/journals/jnca/
6	MONET	Mobile Networks & Applications	Springer	http://dblp.uni-trier.de/db/journals/monet/
7		Networks	Wiley	http://dblp.uni-trier.de/db/journals/networks/
8	PPNA	Peer-to-Peer Networking and Applications	Springer	http://dblp.uni-trier.de/db/journals/ppna/
9	WCMC	Wireless Communications & Mobile Computing	Wiley.	http://dblp.uni-trier.de/db/journals/wicomm/
10		Wireless Networks	Springer	http://dblp.uni-trier.de/db/journals/winet/
