1	ACSAC	Annual Computer Security Applications Conference	IEEE	http://dblp.uni-trier.de/db/conf/acsac/
2	ASIACRYPT	Annual International Conference on the Theory and Application of Cryptology and Information Security	Springer	http://dblp.uni-trier.de/db/conf/asiacrypt/
3	ESORICS	European Symposium on Research in Computer Security	Springer	http://dblp.uni-trier.de/db/conf/esorics/
4	FSE	Fast Software Encryption	Springer	http://dblp.uni-trier.de/db/conf/fse/
5	CSFW	IEEE Computer Security Foundations Workshop	IEEE	http://dblp.uni-trier.de/db/conf/csfw/
6	SRDS	IEEE International Symposium on Reliable Distributed Systems	IEEE	http://dblp.uni-trier.de/db/conf/srds/
7	CHES	International Conference on Cryptographic Hardware and Embedded Systems	Springer	http://dblp.uni-trier.de/db/conf/ches/
8	DSN	International Conference on Dependable Systems and Networks	IEEE/IFIP	http://dblp.uni-trier.de/db/conf/dsn/
9	RAID	International Symposium on Recent Advances in Intrusion Detection	Springer	http://dblp.uni-trier.de/db/conf/raid/
10	PKC	International Workshop on Practice and Theory in Public Key Cryptography	Springer	http://dblp.uni-trier.de/db/conf/pkc/
11	NDSS	ISOC Network and Distributed System Security Symposium	ISOC	http://dblp.uni-trier.de/db/conf/ndss/
12	TCC	Theory of Cryptography Conference	Springer	http://dblp.uni-trier.de/db/conf/tcc/
